,Activity,SKH,Type,Date,base
3779,interlock system,55,Weekly,02-21,terminal 3
3780,interlock system,55,Weekly,02-28,terminal 3
3781,interlock system,55,Weekly,03-07,terminal 3
3782,interlock system,55,Weekly,03-14,terminal 3
3783,interlock system,55,Weekly,03-21,terminal 3
3784,interlock system,55,Weekly,03-28,terminal 3
3785,interlock system,55,Weekly,04-04,terminal 3
3786,interlock system,55,Weekly,04-11,terminal 3
3787,interlock system,55,Weekly,04-18,terminal 3
3788,interlock system,55,Weekly,04-25,terminal 3
3789,interlock system,55,Weekly,05-02,terminal 3
3790,interlock system,55,Weekly,05-09,terminal 3
3791,interlock system,55,Weekly,05-16,terminal 3
3792,interlock system,55,Weekly,05-23,terminal 3
3793,interlock system,55,Weekly,05-30,terminal 3
3794,interlock system,55,Weekly,06-06,terminal 3
3795,interlock system,55,Weekly,06-13,terminal 3
3796,interlock system,55,Weekly,06-20,terminal 3
3797,interlock system,55,Weekly,06-27,terminal 3
3798,interlock system,55,Weekly,07-04,terminal 3
3799,interlock system,55,Weekly,07-11,terminal 3
3800,interlock system,55,Weekly,07-18,terminal 3
3801,interlock system,55,Weekly,07-25,terminal 3
3802,interlock system,55,Weekly,08-01,terminal 3
3803,interlock system,55,Weekly,08-08,terminal 3
3804,interlock system,55,Weekly,08-15,terminal 3
3805,interlock system,55,Weekly,08-22,terminal 3
3806,interlock system,55,Weekly,08-29,terminal 3
3807,interlock system,55,Weekly,09-05,terminal 3
3808,interlock system,55,Weekly,09-12,terminal 3
3809,interlock system,55,Weekly,09-19,terminal 3
3810,interlock system,55,Weekly,09-26,terminal 3
3811,interlock system,55,Weekly,10-03,terminal 3
3812,interlock system,55,Weekly,10-10,terminal 3
3813,interlock system,55,Weekly,10-17,terminal 3
3814,interlock system,55,Weekly,10-24,terminal 3
3815,interlock system,55,Weekly,10-31,terminal 3
3816,interlock system,55,Weekly,11-07,terminal 3
3817,interlock system,55,Weekly,11-14,terminal 3
3818,interlock system,55,Weekly,11-21,terminal 3
3819,interlock system,55,Weekly,11-28,terminal 3
3820,interlock system,55,Weekly,12-05,terminal 3
3821,interlock system,55,Weekly,12-12,terminal 3
3822,interlock system,55,Weekly,12-19,terminal 3
3823,interlock system,55,Weekly,12-26,terminal 3
3824,interlock system,56,Weekly,01-03,terminal 3
3825,interlock system,56,Weekly,01-10,terminal 3
3826,interlock system,56,Weekly,01-17,terminal 3
3827,interlock system,56,Weekly,01-24,terminal 3
3828,interlock system,56,Weekly,01-31,terminal 3
3829,interlock system,56,Weekly,02-07,terminal 3
3830,interlock system,56,Weekly,02-14,terminal 3
3831,interlock system,56,Weekly,02-21,terminal 3
3832,interlock system,56,Weekly,02-28,terminal 3
3833,interlock system,56,Weekly,03-07,terminal 3
3834,interlock system,56,Weekly,03-14,terminal 3
3835,interlock system,56,Weekly,03-21,terminal 3
3836,interlock system,56,Weekly,03-28,terminal 3
3837,interlock system,56,Weekly,04-04,terminal 3
3838,interlock system,56,Weekly,04-11,terminal 3
3839,interlock system,56,Weekly,04-18,terminal 3
3840,interlock system,56,Weekly,04-25,terminal 3
3841,interlock system,56,Weekly,05-02,terminal 3
3842,interlock system,56,Weekly,05-09,terminal 3
3843,interlock system,56,Weekly,05-16,terminal 3
3844,interlock system,56,Weekly,05-23,terminal 3
3845,interlock system,56,Weekly,05-30,terminal 3
3846,interlock system,56,Weekly,06-06,terminal 3
3847,interlock system,56,Weekly,06-13,terminal 3
3848,interlock system,56,Weekly,06-20,terminal 3
3849,interlock system,56,Weekly,06-27,terminal 3
3850,interlock system,56,Weekly,07-04,terminal 3
3851,interlock system,56,Weekly,07-11,terminal 3
3852,interlock system,56,Weekly,07-18,terminal 3
3853,interlock system,56,Weekly,07-25,terminal 3
3854,interlock system,56,Weekly,08-01,terminal 3
3855,interlock system,56,Weekly,08-08,terminal 3
3856,interlock system,56,Weekly,08-15,terminal 3
3857,interlock system,56,Weekly,08-22,terminal 3
3858,interlock system,56,Weekly,08-29,terminal 3
3859,interlock system,56,Weekly,09-05,terminal 3
3860,interlock system,56,Weekly,09-12,terminal 3
3861,interlock system,56,Weekly,09-19,terminal 3
3862,interlock system,56,Weekly,09-26,terminal 3
3863,interlock system,56,Weekly,10-03,terminal 3
3864,interlock system,56,Weekly,10-10,terminal 3
3865,interlock system,56,Weekly,10-17,terminal 3
3866,interlock system,56,Weekly,10-24,terminal 3
3867,interlock system,56,Weekly,10-31,terminal 3
3868,interlock system,56,Weekly,11-07,terminal 3
3869,interlock system,56,Weekly,11-14,terminal 3
3870,interlock system,56,Weekly,11-21,terminal 3
3871,interlock system,56,Weekly,11-28,terminal 3
3872,interlock system,56,Weekly,12-05,terminal 3
3873,interlock system,56,Weekly,12-12,terminal 3
3874,interlock system,56,Weekly,12-19,terminal 3
3875,interlock system,56,Weekly,12-26,terminal 3
3876,interlock system,57,Weekly,01-03,terminal 3
3877,interlock system,57,Weekly,01-10,terminal 3
3878,interlock system,57,Weekly,01-17,terminal 3
3879,interlock system,57,Weekly,01-24,terminal 3
3880,interlock system,57,Weekly,01-31,terminal 3
3881,interlock system,57,Weekly,02-07,terminal 3
3882,interlock system,57,Weekly,02-14,terminal 3
3883,interlock system,57,Weekly,02-21,terminal 3
3884,interlock system,57,Weekly,02-28,terminal 3
3885,interlock system,57,Weekly,03-07,terminal 3
3886,interlock system,57,Weekly,03-14,terminal 3
3887,interlock system,57,Weekly,03-21,terminal 3
3888,interlock system,57,Weekly,03-28,terminal 3
3889,interlock system,57,Weekly,04-04,terminal 3
3890,interlock system,57,Weekly,04-11,terminal 3
3891,interlock system,57,Weekly,04-18,terminal 3
3892,interlock system,57,Weekly,04-25,terminal 3
3893,interlock system,57,Weekly,05-02,terminal 3
3894,interlock system,57,Weekly,05-09,terminal 3
3895,interlock system,57,Weekly,05-16,terminal 3
3896,interlock system,57,Weekly,05-23,terminal 3
3897,interlock system,57,Weekly,05-30,terminal 3
3898,interlock system,57,Weekly,06-06,terminal 3
3899,interlock system,57,Weekly,06-13,terminal 3
3900,interlock system,57,Weekly,06-20,terminal 3
3901,interlock system,57,Weekly,06-27,terminal 3
3902,interlock system,57,Weekly,07-04,terminal 3
3903,interlock system,57,Weekly,07-11,terminal 3
3904,interlock system,57,Weekly,07-18,terminal 3
3905,interlock system,57,Weekly,07-25,terminal 3
3906,interlock system,57,Weekly,08-01,terminal 3
3907,interlock system,57,Weekly,08-08,terminal 3
3908,interlock system,57,Weekly,08-15,terminal 3
3909,interlock system,57,Weekly,08-22,terminal 3
3910,interlock system,57,Weekly,08-29,terminal 3
3911,interlock system,57,Weekly,09-05,terminal 3
3912,interlock system,57,Weekly,09-12,terminal 3
3913,interlock system,57,Weekly,09-19,terminal 3
3914,interlock system,57,Weekly,09-26,terminal 3
3915,interlock system,57,Weekly,10-03,terminal 3
3916,interlock system,57,Weekly,10-10,terminal 3
3917,interlock system,57,Weekly,10-17,terminal 3
3918,interlock system,57,Weekly,10-24,terminal 3
3919,interlock system,57,Weekly,10-31,terminal 3
3920,interlock system,57,Weekly,11-07,terminal 3
3921,interlock system,57,Weekly,11-14,terminal 3
3922,interlock system,57,Weekly,11-21,terminal 3
3923,interlock system,57,Weekly,11-28,terminal 3
3924,interlock system,57,Weekly,12-05,terminal 3
3925,interlock system,57,Weekly,12-12,terminal 3
3926,interlock system,57,Weekly,12-19,terminal 3
3927,interlock system,57,Weekly,12-26,terminal 3
3928,interlock system,52,Weekly,01-04,terminal 1
3929,interlock system,52,Weekly,01-11,terminal 1
3930,interlock system,52,Weekly,01-18,terminal 1
3931,interlock system,52,Weekly,01-25,terminal 1
3932,interlock system,52,Weekly,02-01,terminal 1
3933,interlock system,52,Weekly,02-08,terminal 1
3934,interlock system,52,Weekly,02-15,terminal 1
3935,interlock system,52,Weekly,02-22,terminal 1
3936,interlock system,52,Weekly,03-01,terminal 1
3937,interlock system,52,Weekly,03-08,terminal 1
3938,interlock system,52,Weekly,03-15,terminal 1
3939,interlock system,52,Weekly,03-22,terminal 1
3940,interlock system,52,Weekly,03-29,terminal 1
3941,interlock system,52,Weekly,04-05,terminal 1
3942,interlock system,52,Weekly,04-12,terminal 1
3943,interlock system,52,Weekly,04-19,terminal 1
3944,interlock system,52,Weekly,04-26,terminal 1
3945,interlock system,52,Weekly,05-03,terminal 1
3946,interlock system,52,Weekly,05-10,terminal 1
3947,interlock system,52,Weekly,05-17,terminal 1
3948,interlock system,52,Weekly,05-24,terminal 1
3949,interlock system,52,Weekly,05-31,terminal 1
3950,interlock system,52,Weekly,06-07,terminal 1
3951,interlock system,52,Weekly,06-14,terminal 1
3952,interlock system,52,Weekly,06-21,terminal 1
3953,interlock system,52,Weekly,06-28,terminal 1
3954,interlock system,52,Weekly,07-05,terminal 1
3955,interlock system,52,Weekly,07-12,terminal 1
3956,interlock system,52,Weekly,07-19,terminal 1
3957,interlock system,52,Weekly,07-26,terminal 1
3958,interlock system,52,Weekly,08-02,terminal 1
3959,interlock system,52,Weekly,08-09,terminal 1
3960,interlock system,52,Weekly,08-16,terminal 1
3961,interlock system,52,Weekly,08-23,terminal 1
3962,interlock system,52,Weekly,08-30,terminal 1
3963,interlock system,52,Weekly,09-06,terminal 1
3964,interlock system,52,Weekly,09-13,terminal 1
3965,interlock system,52,Weekly,09-20,terminal 1
3966,interlock system,52,Weekly,09-27,terminal 1
3967,interlock system,52,Weekly,10-04,terminal 1
3968,interlock system,52,Weekly,10-11,terminal 1
3969,interlock system,52,Weekly,10-25,terminal 1
3970,interlock system,52,Weekly,11-01,terminal 1
3971,interlock system,52,Weekly,11-08,terminal 1
3972,interlock system,52,Weekly,11-15,terminal 1
3973,interlock system,52,Weekly,11-22,terminal 1
3974,interlock system,52,Weekly,11-29,terminal 1
3975,interlock system,52,Weekly,12-06,terminal 1
3976,interlock system,52,Weekly,12-13,terminal 1
3977,interlock system,52,Weekly,12-20,terminal 1
3978,interlock system,52,Weekly,12-27,terminal 1
3979,interlock system,53,Weekly,01-04,terminal 1
3980,interlock system,53,Weekly,01-11,terminal 1
3981,interlock system,53,Weekly,01-18,terminal 1
3982,interlock system,53,Weekly,01-25,terminal 1
3983,interlock system,53,Weekly,02-01,terminal 1
3984,interlock system,53,Weekly,02-08,terminal 1
3985,interlock system,53,Weekly,02-15,terminal 1
3986,interlock system,53,Weekly,02-22,terminal 1
3987,interlock system,53,Weekly,03-01,terminal 1
3988,interlock system,53,Weekly,03-08,terminal 1
3989,interlock system,53,Weekly,03-15,terminal 1
3990,interlock system,53,Weekly,03-22,terminal 1
3991,interlock system,53,Weekly,03-29,terminal 1
3992,interlock system,53,Weekly,04-05,terminal 1
3993,interlock system,53,Weekly,04-12,terminal 1
3994,interlock system,53,Weekly,04-19,terminal 1
3995,interlock system,53,Weekly,04-26,terminal 1
3996,interlock system,53,Weekly,05-03,terminal 1
3997,interlock system,53,Weekly,05-10,terminal 1
3998,interlock system,53,Weekly,05-17,terminal 1
3999,interlock system,53,Weekly,05-24,terminal 1
4000,interlock system,53,Weekly,05-31,terminal 1
4001,interlock system,53,Weekly,06-07,terminal 1
4002,interlock system,53,Weekly,06-14,terminal 1
4003,interlock system,53,Weekly,06-21,terminal 1
4004,interlock system,53,Weekly,06-28,terminal 1
4005,interlock system,53,Weekly,07-05,terminal 1
4006,interlock system,53,Weekly,07-12,terminal 1
4007,interlock system,53,Weekly,07-19,terminal 1
4008,interlock system,53,Weekly,07-26,terminal 1
4009,interlock system,53,Weekly,08-02,terminal 1
4010,interlock system,53,Weekly,08-09,terminal 1
4011,interlock system,53,Weekly,08-16,terminal 1
4012,interlock system,53,Weekly,08-23,terminal 1
4013,interlock system,53,Weekly,08-30,terminal 1
4014,interlock system,53,Weekly,09-06,terminal 1
4015,interlock system,53,Weekly,09-13,terminal 1
4016,interlock system,53,Weekly,09-20,terminal 1
4017,interlock system,53,Weekly,09-27,terminal 1
4018,interlock system,53,Weekly,10-04,terminal 1
4019,interlock system,53,Weekly,10-11,terminal 1
4020,interlock system,53,Weekly,10-25,terminal 1
4021,interlock system,53,Weekly,11-01,terminal 1
4022,interlock system,53,Weekly,11-08,terminal 1
4023,interlock system,53,Weekly,11-15,terminal 1
4024,interlock system,53,Weekly,11-22,terminal 1
4025,interlock system,53,Weekly,11-29,terminal 1
