Activity,SKH,Type,Date,base,year_date
Millipore Calorimetric Test Record (1),32,Monthly,07-07,terminal 3,2023-07-07
Millipore Calorimetric Test Record (2),32,Tri-Monthly,08-07,terminal 3,2023-08-07
Millipore Calorimetric Test Record (1),32,Monthly,09-07,terminal 3,2023-09-07
Millipore Calorimetric Test Record (1),32,Monthly,10-06,terminal 3,2023-10-06
Millipore Calorimetric Test Record (2),32,Tri-Monthly,11-07,terminal 3,2023-11-07
Millipore Calorimetric Test Record (1),32,Monthly,12-07,terminal 3,2023-12-07
Millipore Calorimetric Test Record (1),33,Monthly,01-13,terminal 3,2023-01-13
Millipore Calorimetric Test Record (1),33,Monthly,02-14,terminal 3,2023-02-14
Millipore Calorimetric Test Record (2),33,Tri-Monthly,03-14,terminal 3,2023-03-14
Millipore Calorimetric Test Record (1),33,Monthly,04-14,terminal 3,2023-04-14
Millipore Calorimetric Test Record (1),33,Monthly,05-15,terminal 3,2023-05-15
Millipore Calorimetric Test Record (2),33,Tri-Monthly,06-14,terminal 3,2023-06-14
Millipore Calorimetric Test Record (1),33,Monthly,07-14,terminal 3,2023-07-14
Millipore Calorimetric Test Record (1),33,Monthly,08-14,terminal 3,2023-08-14
Millipore Calorimetric Test Record (2),33,Tri-Monthly,09-14,terminal 3,2023-09-14
Millipore Calorimetric Test Record (1),33,Monthly,10-13,terminal 3,2023-10-13
Millipore Calorimetric Test Record (1),33,Monthly,11-14,terminal 3,2023-11-14
Millipore Calorimetric Test Record (2),33,Tri-Monthly,12-14,terminal 3,2023-12-14
Millipore Calorimetric Test Record (1),35,Monthly,01-20,terminal 3,2023-01-20
Millipore Calorimetric Test Record (2),35,Tri-Monthly,02-21,terminal 3,2023-02-21
Millipore Calorimetric Test Record (1),35,Monthly,03-21,terminal 3,2023-03-21
Millipore Calorimetric Test Record (1),35,Monthly,04-21,terminal 3,2023-04-20
Millipore Calorimetric Test Record (2),35,Tri-Monthly,05-22,terminal 3,2023-05-22
Millipore Calorimetric Test Record (1),35,Monthly,06-21,terminal 3,2023-06-21
Millipore Calorimetric Test Record (1),35,Monthly,07-21,terminal 3,2023-07-21
Millipore Calorimetric Test Record (2),35,Tri-Monthly,08-21,terminal 3,2023-08-21
Millipore Calorimetric Test Record (1),35,Monthly,09-21,terminal 3,2023-09-21
Millipore Calorimetric Test Record (1),35,Monthly,10-20,terminal 3,2023-10-20
Millipore Calorimetric Test Record (2),35,Tri-Monthly,11-21,terminal 3,2023-11-21
Millipore Calorimetric Test Record (1),35,Monthly,12-21,terminal 3,2023-12-21
Millipore Calorimetric Test Record (1),51,Monthly,01-16,terminal 3,2023-01-16
Millipore Calorimetric Test Record (2),51,Tri-Monthly,02-15,terminal 3,2023-02-15
Millipore Calorimetric Test Record (1),51,Monthly,03-15,terminal 3,2023-03-15
Millipore Calorimetric Test Record (1),51,Monthly,04-14,terminal 3,2023-04-14
Millipore Calorimetric Test Record (2),51,Tri-Monthly,05-15,terminal 3,2023-05-15
Millipore Calorimetric Test Record (1),51,Monthly,06-15,terminal 3,2023-06-15
Millipore Calorimetric Test Record (1),51,Monthly,07-14,terminal 3,2023-07-14
Millipore Calorimetric Test Record (2),51,Tri-Monthly,08-15,terminal 3,2023-08-15
Millipore Calorimetric Test Record (1),51,Monthly,09-15,terminal 3,2023-09-15
Millipore Calorimetric Test Record (1),51,Monthly,10-16,terminal 3,2023-10-16
Millipore Calorimetric Test Record (2),51,Tri-Monthly,11-15,terminal 3,2023-11-15
Millipore Calorimetric Test Record (1),51,Monthly,12-15,terminal 3,2023-12-15
Millipore Calorimetric Test Record (1),55,Monthly,01-12,terminal 3,2023-01-12
Millipore Calorimetric Test Record (1),55,Monthly,02-13,terminal 3,2023-02-13
Millipore Calorimetric Test Record (2),55,Tri-Monthly,03-13,terminal 3,2023-03-13
Millipore Calorimetric Test Record (1),55,Monthly,04-12,terminal 3,2023-04-12
Millipore Calorimetric Test Record (1),55,Monthly,05-12,terminal 3,2023-05-12
Millipore Calorimetric Test Record (2),55,Tri-Monthly,06-12,terminal 3,2023-06-12
Millipore Calorimetric Test Record (1),55,Monthly,07-12,terminal 3,2023-07-12
Millipore Calorimetric Test Record (1),55,Monthly,08-11,terminal 3,2023-08-11
Millipore Calorimetric Test Record (2),55,Tri-Monthly,09-12,terminal 3,2023-09-12
Millipore Calorimetric Test Record (1),55,Monthly,10-12,terminal 3,2023-10-12
Millipore Calorimetric Test Record (1),55,Monthly,11-13,terminal 3,2023-11-13
Millipore Calorimetric Test Record (2),55,Tri-Monthly,12-12,terminal 3,2023-12-12
Millipore Calorimetric Test Record (1),56,Monthly,01-13,terminal 3,2023-01-13
Millipore Calorimetric Test Record (1),56,Monthly,02-14,terminal 3,2023-02-14
Millipore Calorimetric Test Record (2),56,Tri-Monthly,03-14,terminal 3,2023-03-14
Millipore Calorimetric Test Record (1),56,Monthly,04-14,terminal 3,2023-04-14
Millipore Calorimetric Test Record (1),56,Monthly,05-15,terminal 3,2023-05-15
Millipore Calorimetric Test Record (2),56,Tri-Monthly,06-14,terminal 3,2023-06-14
Millipore Calorimetric Test Record (1),56,Monthly,07-14,terminal 3,2023-07-14
Millipore Calorimetric Test Record (1),56,Monthly,08-14,terminal 3,2023-08-14
Millipore Calorimetric Test Record (2),56,Tri-Monthly,09-14,terminal 3,2023-09-14
Millipore Calorimetric Test Record (1),56,Monthly,10-13,terminal 3,2023-10-13
Millipore Calorimetric Test Record (1),56,Monthly,11-14,terminal 3,2023-11-14
Millipore Calorimetric Test Record (2),56,Tri-Monthly,12-14,terminal 3,2023-12-14
Millipore Calorimetric Test Record (1),57,Monthly,01-06,terminal 3,2023-01-06
Millipore Calorimetric Test Record (1),57,Monthly,02-07,terminal 3,2023-02-07
Millipore Calorimetric Test Record (2),57,Tri-Monthly,03-07,terminal 3,2023-03-07
Millipore Calorimetric Test Record (1),57,Monthly,04-07,terminal 3,2023-04-06
Millipore Calorimetric Test Record (1),57,Monthly,05-08,terminal 3,2023-05-08
Millipore Calorimetric Test Record (2),57,Tri-Monthly,06-07,terminal 3,2023-06-07
Millipore Calorimetric Test Record (1),57,Monthly,07-07,terminal 3,2023-07-07
Millipore Calorimetric Test Record (1),57,Monthly,08-07,terminal 3,2023-08-07
Millipore Calorimetric Test Record (2),57,Tri-Monthly,09-07,terminal 3,2023-09-07
Millipore Calorimetric Test Record (1),57,Monthly,10-06,terminal 3,2023-10-06
Millipore Calorimetric Test Record (1),57,Monthly,11-07,terminal 3,2023-11-07
Millipore Calorimetric Test Record (2),57,Tri-Monthly,12-07,terminal 3,2023-12-07
Millipore Calorimetric Test Record (2),58,Tri-Monthly,01-24,terminal 3,2023-01-24
Millipore Calorimetric Test Record (1),58,Monthly,02-24,terminal 3,2023-02-24
Millipore Calorimetric Test Record (1),58,Monthly,03-24,terminal 3,2023-03-24
Millipore Calorimetric Test Record (2),58,Tri-Monthly,04-24,terminal 3,2023-04-27
Millipore Calorimetric Test Record (1),58,Monthly,05-24,terminal 3,2023-05-24
Millipore Calorimetric Test Record (1),58,Monthly,06-23,terminal 3,2023-06-23
Millipore Calorimetric Test Record (2),58,Tri-Monthly,07-24,terminal 3,2023-07-24
Millipore Calorimetric Test Record (1),58,Monthly,08-24,terminal 3,2023-08-24
Millipore Calorimetric Test Record (1),58,Monthly,09-25,terminal 3,2023-09-25
Millipore Calorimetric Test Record (2),58,Tri-Monthly,10-24,terminal 3,2023-10-24
Millipore Calorimetric Test Record (1),58,Monthly,11-24,terminal 3,2023-11-24
Millipore Calorimetric Test Record (1),58,Monthly,12-25,terminal 3,2023-12-22
Millipore Calorimetric Test Record (1),59,Monthly,01-06,terminal 3,2023-01-06
Millipore Calorimetric Test Record (1),59,Monthly,02-06,terminal 3,2023-02-06
Millipore Calorimetric Test Record (2),59,Tri-Monthly,03-06,terminal 3,2023-03-06
Millipore Calorimetric Test Record (1),59,Monthly,04-06,terminal 3,2023-04-06
Millipore Calorimetric Test Record (1),59,Monthly,05-05,terminal 3,2023-05-05
Millipore Calorimetric Test Record (2),59,Tri-Monthly,06-06,terminal 3,2023-06-06
Millipore Calorimetric Test Record (1),59,Monthly,07-06,terminal 3,2023-07-06
Millipore Calorimetric Test Record (1),59,Monthly,08-07,terminal 3,2023-08-07
Millipore Calorimetric Test Record (2),59,Tri-Monthly,09-06,terminal 3,2023-09-06
Millipore Calorimetric Test Record (1),59,Monthly,10-06,terminal 3,2023-10-06
Millipore Calorimetric Test Record (1),59,Monthly,11-06,terminal 3,2023-11-06
Millipore Calorimetric Test Record (2),59,Tri-Monthly,12-06,terminal 3,2023-12-06
Millipore Calorimetric Test Record (2),60,Tri-Monthly,01-18,terminal 3,2023-01-18
Millipore Calorimetric Test Record (1),60,Monthly,02-17,terminal 3,2023-02-17
Millipore Calorimetric Test Record (1),60,Monthly,03-17,terminal 3,2023-03-17
Millipore Calorimetric Test Record (2),60,Tri-Monthly,04-18,terminal 3,2023-04-18
Millipore Calorimetric Test Record (1),60,Monthly,05-18,terminal 3,2023-05-17
Millipore Calorimetric Test Record (1),60,Monthly,06-19,terminal 3,2023-06-19
Millipore Calorimetric Test Record (2),60,Tri-Monthly,07-18,terminal 3,2023-07-18
Millipore Calorimetric Test Record (1),60,Monthly,08-18,terminal 3,2023-08-18
Millipore Calorimetric Test Record (1),60,Monthly,09-18,terminal 3,2023-09-18
Millipore Calorimetric Test Record (2),60,Tri-Monthly,10-18,terminal 3,2023-10-18
Millipore Calorimetric Test Record (1),60,Monthly,11-17,terminal 3,2023-11-17
Millipore Calorimetric Test Record (1),60,Monthly,12-18,terminal 3,2023-12-18
Millipore Calorimetric Test Record (1),63,Monthly,01-25,terminal 3,2023-01-25
Millipore Calorimetric Test Record (1),63,Monthly,02-24,terminal 3,2023-02-24
Millipore Calorimetric Test Record (2),63,Tri-Monthly,03-24,terminal 3,2023-03-24
Millipore Calorimetric Test Record (1),63,Monthly,04-25,terminal 3,2023-04-20
Millipore Calorimetric Test Record (1),63,Monthly,05-25,terminal 3,2023-05-25
Millipore Calorimetric Test Record (2),63,Tri-Monthly,06-26,terminal 3,2023-06-26
Millipore Calorimetric Test Record (1),63,Monthly,07-25,terminal 3,2023-07-25
Millipore Calorimetric Test Record (1),63,Monthly,08-25,terminal 3,2023-08-25
Millipore Calorimetric Test Record (2),63,Tri-Monthly,09-25,terminal 3,2023-09-25
Millipore Calorimetric Test Record (1),63,Monthly,10-25,terminal 3,2023-10-25
Millipore Calorimetric Test Record (1),63,Monthly,11-24,terminal 3,2023-11-24
Millipore Calorimetric Test Record (2),63,Tri-Monthly,12-25,terminal 3,2023-12-22
Millipore Calorimetric Test Record (1),64,Monthly,01-19,terminal 3,2023-01-19
Millipore Calorimetric Test Record (1),64,Monthly,02-20,terminal 3,2023-02-20
Millipore Calorimetric Test Record (2),64,Tri-Monthly,03-20,terminal 3,2023-03-20
Millipore Calorimetric Test Record (1),64,Monthly,04-19,terminal 3,2023-04-19
Millipore Calorimetric Test Record (1),64,Monthly,05-19,terminal 3,2023-05-19
Millipore Calorimetric Test Record (2),64,Tri-Monthly,06-19,terminal 3,2023-06-19
Millipore Calorimetric Test Record (1),64,Monthly,07-19,terminal 3,2023-07-18
Millipore Calorimetric Test Record (1),64,Monthly,08-18,terminal 3,2023-08-18
Millipore Calorimetric Test Record (2),64,Tri-Monthly,09-19,terminal 3,2023-09-19
Millipore Calorimetric Test Record (1),64,Monthly,10-19,terminal 3,2023-10-19
Millipore Calorimetric Test Record (1),64,Monthly,11-20,terminal 3,2023-11-20
Millipore Calorimetric Test Record (2),64,Tri-Monthly,12-19,terminal 3,2023-12-19
Millipore Calorimetric Test Record (1),67,Monthly,01-06,terminal 3,2023-01-06
Millipore Calorimetric Test Record (1),67,Monthly,02-06,terminal 3,2023-02-06
Millipore Calorimetric Test Record (2),67,Tri-Monthly,03-06,terminal 3,2023-03-06
Millipore Calorimetric Test Record (1),67,Monthly,04-06,terminal 3,2023-04-06
Millipore Calorimetric Test Record (1),67,Monthly,05-05,terminal 3,2023-05-05
Millipore Calorimetric Test Record (2),67,Tri-Monthly,06-06,terminal 3,2023-06-06
Millipore Calorimetric Test Record (1),67,Monthly,07-06,terminal 3,2023-07-06
Millipore Calorimetric Test Record (1),67,Monthly,08-07,terminal 3,2023-08-07
Millipore Calorimetric Test Record (2),67,Tri-Monthly,09-06,terminal 3,2023-09-06
Millipore Calorimetric Test Record (1),67,Monthly,10-06,terminal 3,2023-10-06
Millipore Calorimetric Test Record (1),67,Monthly,11-06,terminal 3,2023-11-06
Millipore Calorimetric Test Record (2),67,Tri-Monthly,12-06,terminal 3,2023-12-06
Millipore Calorimetric Test Record (1),76,Monthly,01-27,terminal 3,2023-01-27
Millipore Calorimetric Test Record (2),76,Tri-Monthly,02-28,terminal 3,2023-02-28
Millipore Calorimetric Test Record (1),76,Monthly,03-28,terminal 3,2023-03-28
Millipore Calorimetric Test Record (1),76,Monthly,04-28,terminal 3,2023-04-28
Millipore Calorimetric Test Record (2),76,Tri-Monthly,05-29,terminal 3,2023-05-29
Millipore Calorimetric Test Record (1),76,Monthly,06-28,terminal 3,2023-06-28
Millipore Calorimetric Test Record (1),76,Monthly,07-28,terminal 3,2023-07-28
Millipore Calorimetric Test Record (2),76,Tri-Monthly,08-28,terminal 3,2023-08-28
Millipore Calorimetric Test Record (1),76,Monthly,09-28,terminal 3,2023-09-27
Millipore Calorimetric Test Record (1),76,Monthly,10-27,terminal 3,2023-10-27
Millipore Calorimetric Test Record (2),76,Tri-Monthly,11-28,terminal 3,2023-11-28
Millipore Calorimetric Test Record (1),76,Monthly,12-28,terminal 3,2023-12-28
Millipore Calorimetric Test Record (1),90,Monthly,01-23,terminal 3,2023-01-24
Millipore Calorimetric Test Record (2),90,Tri-Monthly,02-23,terminal 3,2023-02-23
Millipore Calorimetric Test Record (1),90,Monthly,03-23,terminal 3,2023-03-20
Millipore Calorimetric Test Record (1),90,Monthly,04-24,terminal 3,2023-04-27
Millipore Calorimetric Test Record (2),90,Tri-Monthly,05-23,terminal 3,2023-05-23
Millipore Calorimetric Test Record (1),90,Monthly,06-23,terminal 3,2023-06-23
Millipore Calorimetric Test Record (1),90,Monthly,07-24,terminal 3,2023-07-24
Millipore Calorimetric Test Record (2),90,Tri-Monthly,08-23,terminal 3,2023-08-23
Millipore Calorimetric Test Record (1),90,Monthly,09-22,terminal 3,2023-09-22
Millipore Calorimetric Test Record (1),90,Monthly,10-23,terminal 3,2023-10-23
Millipore Calorimetric Test Record (2),90,Tri-Monthly,11-23,terminal 3,2023-11-23
Millipore Calorimetric Test Record (1),90,Monthly,12-22,terminal 3,2023-12-22
Millipore Calorimetric Test Record (1),91,Monthly,01-20,terminal 3,2023-01-20
Millipore Calorimetric Test Record (1),91,Monthly,02-21,terminal 3,2023-02-21
Millipore Calorimetric Test Record (2),91,Tri-Monthly,03-21,terminal 3,2023-03-21
Millipore Calorimetric Test Record (1),91,Monthly,04-21,terminal 3,2023-04-20
Millipore Calorimetric Test Record (1),91,Monthly,05-22,terminal 3,2023-05-22
Millipore Calorimetric Test Record (2),91,Tri-Monthly,06-21,terminal 3,2023-06-21
Millipore Calorimetric Test Record (1),91,Monthly,07-21,terminal 3,2023-07-21
Millipore Calorimetric Test Record (1),91,Monthly,08-21,terminal 3,2023-08-21
Millipore Calorimetric Test Record (2),91,Tri-Monthly,09-21,terminal 3,2023-09-21
Millipore Calorimetric Test Record (1),91,Monthly,10-20,terminal 3,2023-10-20
Millipore Calorimetric Test Record (1),91,Monthly,11-21,terminal 3,2023-11-21
Millipore Calorimetric Test Record (2),91,Tri-Monthly,12-21,terminal 3,2023-12-21
Millipore Calorimetric Test Record (1),92,Monthly,01-24,terminal 3,2023-01-24
Millipore Calorimetric Test Record (2),92,Tri-Monthly,02-24,terminal 3,2023-02-24
Millipore Calorimetric Test Record (1),92,Monthly,03-24,terminal 3,2023-03-24
Millipore Calorimetric Test Record (1),92,Monthly,04-24,terminal 3,2023-04-27
Millipore Calorimetric Test Record (2),92,Tri-Monthly,05-24,terminal 3,2023-05-24
Millipore Calorimetric Test Record (1),92,Monthly,06-23,terminal 3,2023-06-23
Millipore Calorimetric Test Record (1),92,Monthly,07-24,terminal 3,2023-07-24
Millipore Calorimetric Test Record (2),92,Tri-Monthly,08-24,terminal 3,2023-08-24
Millipore Calorimetric Test Record (1),92,Monthly,09-25,terminal 3,2023-09-25
Millipore Calorimetric Test Record (1),92,Monthly,10-24,terminal 3,2023-10-24
Millipore Calorimetric Test Record (2),92,Tri-Monthly,11-24,terminal 3,2023-11-24
Millipore Calorimetric Test Record (1),92,Monthly,12-25,terminal 3,2023-12-22
Millipore Calorimetric Test Record (1),104,Monthly,01-02,terminal 3,2023-01-02
Millipore Calorimetric Test Record (1),104,Monthly,02-02,terminal 3,2023-02-02
Millipore Calorimetric Test Record (2),104,Tri-Monthly,03-02,terminal 3,2023-03-02
Millipore Calorimetric Test Record (1),104,Monthly,04-03,terminal 3,2023-04-03
Millipore Calorimetric Test Record (1),104,Monthly,05-02,terminal 3,2023-05-02
Millipore Calorimetric Test Record (2),104,Tri-Monthly,06-02,terminal 3,2023-05-30
Millipore Calorimetric Test Record (1),104,Monthly,07-03,terminal 3,2023-07-03
Millipore Calorimetric Test Record (1),104,Monthly,08-02,terminal 3,2023-08-02
Millipore Calorimetric Test Record (2),104,Tri-Monthly,09-01,terminal 3,2023-09-01
Millipore Calorimetric Test Record (1),104,Monthly,10-02,terminal 3,2023-10-02
Millipore Calorimetric Test Record (1),104,Monthly,11-02,terminal 3,2023-11-02
Millipore Calorimetric Test Record (2),104,Tri-Monthly,12-01,terminal 3,2023-12-01
Millipore Calorimetric Test Record (1),105,Monthly,01-05,terminal 3,2023-01-05
Millipore Calorimetric Test Record (1),105,Monthly,02-06,terminal 3,2023-02-06
Millipore Calorimetric Test Record (2),105,Tri-Monthly,03-06,terminal 3,2023-03-06
Millipore Calorimetric Test Record (1),105,Monthly,04-05,terminal 3,2023-04-05
Millipore Calorimetric Test Record (1),105,Monthly,05-05,terminal 3,2023-05-05
Millipore Calorimetric Test Record (2),105,Tri-Monthly,06-05,terminal 3,2023-06-05
Millipore Calorimetric Test Record (1),105,Monthly,07-05,terminal 3,2023-07-05
Millipore Calorimetric Test Record (1),105,Monthly,08-04,terminal 3,2023-08-04
Millipore Calorimetric Test Record (2),105,Tri-Monthly,09-05,terminal 3,2023-09-05
Millipore Calorimetric Test Record (1),105,Monthly,10-05,terminal 3,2023-10-05
Millipore Calorimetric Test Record (1),105,Monthly,11-06,terminal 3,2023-11-06
Millipore Calorimetric Test Record (2),105,Tri-Monthly,12-05,terminal 3,2023-12-05
ROTA B,106,Tri-Monthly,01-03,terminal 1,2023-01-03
ROTA A,106,Monthly,02-03,terminal 1,2023-02-03
ROTA A,106,Monthly,03-03,terminal 1,2023-03-03
ROTA B,106,Tri-Monthly,04-03,terminal 1,2023-04-03
ROTA A,106,Monthly,05-03,terminal 1,2023-05-03
ROTA A,106,Monthly,06-02,terminal 1,2023-05-30
ROTA B,106,Tri-Monthly,07-03,terminal 1,2023-07-03
ROTA A,106,Monthly,08-03,terminal 1,2023-08-03
ROTA A,106,Monthly,09-04,terminal 1,2023-09-04
ROTA B,106,Tri-Monthly,10-03,terminal 1,2023-10-03
ROTA A,106,Monthly,11-03,terminal 1,2023-11-03
ROTA A,106,Monthly,12-04,terminal 1,2023-12-04
ROTA A,28,Monthly,01-03,terminal 1,2023-01-03
ROTA A,28,Monthly,02-03,terminal 1,2023-02-03
ROTA B,28,Tri-Monthly,03-03,terminal 1,2023-03-03
ROTA A,28,Monthly,04-03,terminal 1,2023-04-03
ROTA A,28,Monthly,05-03,terminal 1,2023-05-03
ROTA B,28,Tri-Monthly,06-02,terminal 1,2023-05-30
ROTA A,28,Monthly,07-03,terminal 1,2023-07-03
ROTA A,28,Monthly,08-03,terminal 1,2023-08-03
ROTA B,28,Tri-Monthly,09-04,terminal 1,2023-09-04
ROTA A,28,Monthly,10-03,terminal 1,2023-10-03
ROTA A,28,Monthly,11-03,terminal 1,2023-11-03
ROTA B,28,Tri-Monthly,12-04,terminal 1,2023-12-04
ROTA A,36,Monthly,01-06,terminal 1,2023-01-06
ROTA A,36,Monthly,02-06,terminal 1,2023-02-06
ROTA B,36,Tri-Monthly,03-06,terminal 1,2023-03-06
ROTA A,36,Monthly,04-06,terminal 1,2023-04-06
ROTA A,36,Monthly,05-05,terminal 1,2023-05-05
ROTA B,36,Tri-Monthly,06-06,terminal 1,2023-06-06
ROTA A,36,Monthly,07-06,terminal 1,2023-07-06
ROTA A,36,Monthly,08-07,terminal 1,2023-08-07
ROTA B,36,Tri-Monthly,09-06,terminal 1,2023-09-06
ROTA A,36,Monthly,10-06,terminal 1,2023-10-06
ROTA A,36,Monthly,11-06,terminal 1,2023-11-06
ROTA B,36,Tri-Monthly,12-06,terminal 1,2023-12-06
ROTA A,37,Monthly,01-06,terminal 1,2023-01-06
ROTA B,37,Tri-Monthly,02-07,terminal 1,2023-02-07
ROTA A,37,Monthly,03-07,terminal 1,2023-03-07
ROTA A,37,Monthly,04-07,terminal 1,2023-04-06
ROTA B,37,Tri-Monthly,05-08,terminal 1,2023-05-08
ROTA A,37,Monthly,06-07,terminal 1,2023-06-07
ROTA A,37,Monthly,07-07,terminal 1,2023-07-07
ROTA B,37,Tri-Monthly,08-07,terminal 1,2023-08-07
ROTA A,37,Monthly,09-07,terminal 1,2023-09-07
ROTA A,37,Monthly,10-06,terminal 1,2023-10-06
ROTA B,37,Tri-Monthly,11-07,terminal 1,2023-11-07
ROTA A,37,Monthly,12-07,terminal 1,2023-12-07
ROTA A,38,Monthly,01-09,terminal 1,2023-01-09
ROTA A,38,Monthly,02-08,terminal 1,2023-02-08
ROTA B,38,Tri-Monthly,03-08,terminal 1,2023-03-08
ROTA A,38,Monthly,04-07,terminal 1,2023-04-06
ROTA A,38,Monthly,05-08,terminal 1,2023-05-08
ROTA B,38,Tri-Monthly,06-08,terminal 1,2023-06-08
ROTA A,38,Monthly,07-07,terminal 1,2023-07-07
ROTA A,38,Monthly,08-08,terminal 1,2023-08-08
ROTA B,38,Tri-Monthly,09-08,terminal 1,2023-09-08
ROTA A,38,Monthly,10-09,terminal 1,2023-10-09
ROTA A,38,Monthly,11-08,terminal 1,2023-11-08
ROTA B,38,Tri-Monthly,12-08,terminal 1,2023-12-08
ROTA B,40,Tri-Monthly,01-09,terminal 1,2023-01-09
ROTA A,40,Monthly,02-08,terminal 1,2023-02-08
ROTA A,40,Monthly,03-08,terminal 1,2023-03-08
ROTA B,40,Tri-Monthly,04-07,terminal 1,2023-04-06
ROTA A,40,Monthly,05-08,terminal 1,2023-05-08
ROTA A,40,Monthly,06-08,terminal 1,2023-06-08
ROTA B,40,Tri-Monthly,07-07,terminal 1,2023-07-07
ROTA A,40,Monthly,08-08,terminal 1,2023-08-08
ROTA A,40,Monthly,09-08,terminal 1,2023-09-08
ROTA B,40,Tri-Monthly,10-09,terminal 1,2023-10-09
ROTA A,40,Monthly,11-08,terminal 1,2023-11-08
ROTA A,40,Monthly,12-08,terminal 1,2023-12-08
ROTA A,42,Monthly,01-06,terminal 1,2023-01-06
ROTA B,42,Tri-Monthly,02-06,terminal 1,2023-02-06
ROTA A,42,Monthly,03-06,terminal 1,2023-03-06
ROTA A,42,Monthly,04-06,terminal 1,2023-04-06
ROTA B,42,Tri-Monthly,05-05,terminal 1,2023-05-05
ROTA A,42,Monthly,06-06,terminal 1,2023-06-06
ROTA A,42,Monthly,07-06,terminal 1,2023-07-06
ROTA B,42,Tri-Monthly,08-07,terminal 1,2023-08-07
ROTA A,42,Monthly,09-06,terminal 1,2023-09-06
ROTA A,42,Monthly,10-06,terminal 1,2023-10-06
ROTA B,42,Tri-Monthly,11-06,terminal 1,2023-11-06
ROTA A,42,Monthly,12-06,terminal 1,2023-12-06
ROTA A,52,Monthly,01-04,terminal 1,2023-01-04
ROTA B,52,Tri-Monthly,02-03,terminal 1,2023-02-03
ROTA A,52,Monthly,03-03,terminal 1,2023-03-03
ROTA A,52,Monthly,04-04,terminal 1,2023-04-04
ROTA B,52,Tri-Monthly,05-04,terminal 1,2023-05-04
ROTA A,52,Monthly,06-05,terminal 1,2023-06-05
ROTA A,52,Monthly,07-04,terminal 1,2023-07-04
ROTA B,52,Tri-Monthly,08-04,terminal 1,2023-08-04
ROTA A,52,Monthly,09-04,terminal 1,2023-09-04
ROTA A,52,Monthly,10-04,terminal 1,2023-10-04
ROTA B,52,Tri-Monthly,11-03,terminal 1,2023-11-03
ROTA A,52,Monthly,12-04,terminal 1,2023-12-04
ROTA A,53,Monthly,01-05,terminal 1,2023-01-05
ROTA B,53,Tri-Monthly,02-06,terminal 1,2023-02-06
ROTA A,53,Monthly,03-06,terminal 1,2023-03-06
ROTA A,53,Monthly,04-05,terminal 1,2023-04-05
ROTA B,53,Tri-Monthly,05-05,terminal 1,2023-05-05
ROTA A,53,Monthly,06-05,terminal 1,2023-06-05
ROTA A,53,Monthly,07-05,terminal 1,2023-07-05
ROTA B,53,Tri-Monthly,08-04,terminal 1,2023-08-04
ROTA A,53,Monthly,09-05,terminal 1,2023-09-05
ROTA A,53,Monthly,10-05,terminal 1,2023-10-05
ROTA B,53,Tri-Monthly,11-06,terminal 1,2023-11-06
ROTA A,53,Monthly,12-05,terminal 1,2023-12-05
ROTA A,54,Monthly,01-13,terminal 1,2023-01-13
ROTA B,54,Tri-Monthly,02-13,terminal 1,2023-02-13
ROTA A,54,Monthly,03-13,terminal 1,2023-03-13
ROTA A,54,Monthly,04-13,terminal 1,2023-04-13
ROTA B,54,Tri-Monthly,05-12,terminal 1,2023-05-12
ROTA A,54,Monthly,06-13,terminal 1,2023-06-13
ROTA A,54,Monthly,07-13,terminal 1,2023-07-13
ROTA B,54,Tri-Monthly,08-14,terminal 1,2023-08-14
ROTA A,54,Monthly,09-13,terminal 1,2023-09-13
ROTA A,54,Monthly,10-13,terminal 1,2023-10-13
ROTA B,54,Tri-Monthly,11-13,terminal 1,2023-11-13
ROTA A,54,Monthly,12-13,terminal 1,2023-12-13
ROTA A,62,Monthly,01-06,terminal 1,2023-01-06
ROTA A,62,Monthly,02-06,terminal 1,2023-02-06
ROTA B,62,Tri-Monthly,03-06,terminal 1,2023-03-06
ROTA A,62,Monthly,04-06,terminal 1,2023-04-06
ROTA A,62,Monthly,05-05,terminal 1,2023-05-05
ROTA B,62,Tri-Monthly,06-06,terminal 1,2023-06-06
ROTA A,62,Monthly,07-06,terminal 1,2023-07-06
ROTA A,62,Monthly,08-07,terminal 1,2023-08-07
ROTA B,62,Tri-Monthly,09-06,terminal 1,2023-09-06
ROTA A,62,Monthly,10-06,terminal 1,2023-10-06
ROTA A,62,Monthly,11-06,terminal 1,2023-11-06
ROTA B,62,Tri-Monthly,12-06,terminal 1,2023-12-06
ROTA A,71,Monthly,01-04,terminal 1,2023-01-04
ROTA B,71,Tri-Monthly,02-03,terminal 1,2023-02-03
ROTA A,71,Monthly,03-03,terminal 1,2023-03-03
ROTA A,71,Monthly,04-04,terminal 1,2023-04-04
ROTA B,71,Tri-Monthly,05-04,terminal 1,2023-05-04
ROTA A,71,Monthly,06-05,terminal 1,2023-06-05
ROTA A,71,Monthly,07-04,terminal 1,2023-07-04
ROTA B,71,Tri-Monthly,08-04,terminal 1,2023-08-04
ROTA A,71,Monthly,09-04,terminal 1,2023-09-04
ROTA A,71,Monthly,10-04,terminal 1,2023-10-04
ROTA B,71,Tri-Monthly,11-03,terminal 1,2023-11-03
ROTA A,71,Monthly,12-04,terminal 1,2023-12-04
ROTA A,73,Monthly,01-09,terminal 1,2023-01-09
ROTA A,73,Monthly,02-08,terminal 1,2023-02-08
