,Activity,SKH,Type,Date,base,year_date,execution_date
7486,tyre pressure and wheel,95,Weekly,04-06,terminal 2,2023-04-06,
7487,tyre pressure and wheel,95,Weekly,04-13,terminal 2,2023-04-13,
7488,tyre pressure and wheel,95,Weekly,04-20,terminal 2,2023-04-20,
7489,tyre pressure and wheel,95,Weekly,04-27,terminal 2,2023-04-27,
7490,tyre pressure and wheel,95,Weekly,05-04,terminal 2,2023-05-04,
7491,tyre pressure and wheel,95,Weekly,05-11,terminal 2,2023-05-11,
7492,tyre pressure and wheel,95,Weekly,05-18,terminal 2,2023-05-17,
7493,tyre pressure and wheel,95,Weekly,05-25,terminal 2,2023-05-25,
7494,tyre pressure and wheel,95,Weekly,06-01,terminal 2,2023-05-31,
7495,tyre pressure and wheel,95,Weekly,06-08,terminal 2,2023-06-08,
7496,tyre pressure and wheel,95,Weekly,06-15,terminal 2,2023-06-15,
7497,tyre pressure and wheel,95,Weekly,06-22,terminal 2,2023-06-22,
7498,tyre pressure and wheel,95,Weekly,06-29,terminal 2,2023-06-28,
7499,tyre pressure and wheel,95,Weekly,07-06,terminal 2,2023-07-06,
7500,tyre pressure and wheel,95,Weekly,07-13,terminal 2,2023-07-13,
7501,tyre pressure and wheel,95,Weekly,07-20,terminal 2,2023-07-20,
7502,tyre pressure and wheel,95,Weekly,07-27,terminal 2,2023-07-27,
7503,tyre pressure and wheel,95,Weekly,08-03,terminal 2,2023-08-03,
7504,tyre pressure and wheel,95,Weekly,08-10,terminal 2,2023-08-10,
7505,tyre pressure and wheel,95,Weekly,08-17,terminal 2,2023-08-16,
7506,tyre pressure and wheel,95,Weekly,08-24,terminal 2,2023-08-24,
7507,tyre pressure and wheel,95,Weekly,08-31,terminal 2,2023-08-31,
7508,tyre pressure and wheel,95,Weekly,09-07,terminal 2,2023-09-07,
7509,tyre pressure and wheel,95,Weekly,09-14,terminal 2,2023-09-14,
7510,tyre pressure and wheel,95,Weekly,09-21,terminal 2,2023-09-21,
7511,tyre pressure and wheel,95,Weekly,09-28,terminal 2,2023-09-27,
7512,tyre pressure and wheel,95,Weekly,10-05,terminal 2,2023-10-05,
7513,tyre pressure and wheel,95,Weekly,10-12,terminal 2,2023-10-12,
7514,tyre pressure and wheel,95,Weekly,10-26,terminal 2,2023-10-26,
7515,tyre pressure and wheel,95,Weekly,11-02,terminal 2,2023-11-02,
7516,tyre pressure and wheel,95,Weekly,11-09,terminal 2,2023-11-09,
7517,tyre pressure and wheel,95,Weekly,11-16,terminal 2,2023-11-16,
7518,tyre pressure and wheel,95,Weekly,11-23,terminal 2,2023-11-23,
7519,tyre pressure and wheel,95,Weekly,11-30,terminal 2,2023-11-30,
7520,tyre pressure and wheel,95,Weekly,12-07,terminal 2,2023-12-07,
7521,tyre pressure and wheel,95,Weekly,12-14,terminal 2,2023-12-14,
7522,tyre pressure and wheel,95,Weekly,12-21,terminal 2,2023-12-21,
7523,tyre pressure and wheel,95,Weekly,12-28,terminal 2,2023-12-28,
7524,tyre pressure and wheel,100,Weekly,01-05,terminal 2,2023-01-05,
7525,tyre pressure and wheel,100,Weekly,01-12,terminal 2,2023-01-12,
7526,tyre pressure and wheel,100,Weekly,01-19,terminal 2,2023-01-19,
7527,tyre pressure and wheel,100,Weekly,01-26,terminal 2,2023-01-26,
7528,tyre pressure and wheel,100,Weekly,02-02,terminal 2,2023-02-02,
7529,tyre pressure and wheel,100,Weekly,02-09,terminal 2,2023-02-09,
7530,tyre pressure and wheel,100,Weekly,02-16,terminal 2,2023-02-16,
7531,tyre pressure and wheel,100,Weekly,02-23,terminal 2,2023-02-23,
7532,tyre pressure and wheel,100,Weekly,03-02,terminal 2,2023-03-02,
7533,tyre pressure and wheel,100,Weekly,03-09,terminal 2,2023-03-09,
7534,tyre pressure and wheel,100,Weekly,03-16,terminal 2,2023-03-16,
7535,tyre pressure and wheel,100,Weekly,03-23,terminal 2,2023-03-20,
7536,tyre pressure and wheel,100,Weekly,03-30,terminal 2,2023-03-30,
7537,tyre pressure and wheel,100,Weekly,04-06,terminal 2,2023-04-06,
7538,tyre pressure and wheel,100,Weekly,04-13,terminal 2,2023-04-13,
7539,tyre pressure and wheel,100,Weekly,04-20,terminal 2,2023-04-20,
7540,tyre pressure and wheel,100,Weekly,04-27,terminal 2,2023-04-27,
7541,tyre pressure and wheel,100,Weekly,05-04,terminal 2,2023-05-04,
7542,tyre pressure and wheel,100,Weekly,05-11,terminal 2,2023-05-11,
7543,tyre pressure and wheel,100,Weekly,05-18,terminal 2,2023-05-17,
7544,tyre pressure and wheel,100,Weekly,05-25,terminal 2,2023-05-25,
7545,tyre pressure and wheel,100,Weekly,06-01,terminal 2,2023-05-31,
7546,tyre pressure and wheel,100,Weekly,06-08,terminal 2,2023-06-08,
7547,tyre pressure and wheel,100,Weekly,06-15,terminal 2,2023-06-15,
7548,tyre pressure and wheel,100,Weekly,06-22,terminal 2,2023-06-22,
7549,tyre pressure and wheel,100,Weekly,06-29,terminal 2,2023-06-28,
7550,tyre pressure and wheel,100,Weekly,07-06,terminal 2,2023-07-06,
7551,tyre pressure and wheel,100,Weekly,07-13,terminal 2,2023-07-13,
7552,tyre pressure and wheel,100,Weekly,07-20,terminal 2,2023-07-20,
7553,tyre pressure and wheel,100,Weekly,07-27,terminal 2,2023-07-27,
7554,tyre pressure and wheel,100,Weekly,08-03,terminal 2,2023-08-03,
7555,tyre pressure and wheel,100,Weekly,08-10,terminal 2,2023-08-10,
7556,tyre pressure and wheel,100,Weekly,08-17,terminal 2,2023-08-16,
7557,tyre pressure and wheel,100,Weekly,08-24,terminal 2,2023-08-24,
7558,tyre pressure and wheel,100,Weekly,08-31,terminal 2,2023-08-31,
7559,tyre pressure and wheel,100,Weekly,09-07,terminal 2,2023-09-07,
7560,tyre pressure and wheel,100,Weekly,09-14,terminal 2,2023-09-14,
7561,tyre pressure and wheel,100,Weekly,09-21,terminal 2,2023-09-21,
7562,tyre pressure and wheel,100,Weekly,09-28,terminal 2,2023-09-27,
7563,tyre pressure and wheel,100,Weekly,10-05,terminal 2,2023-10-05,
7564,tyre pressure and wheel,100,Weekly,10-12,terminal 2,2023-10-12,
7565,tyre pressure and wheel,100,Weekly,10-26,terminal 2,2023-10-26,
7566,tyre pressure and wheel,100,Weekly,11-02,terminal 2,2023-11-02,
7567,tyre pressure and wheel,100,Weekly,11-09,terminal 2,2023-11-09,
7568,tyre pressure and wheel,100,Weekly,11-16,terminal 2,2023-11-16,
7569,tyre pressure and wheel,100,Weekly,11-23,terminal 2,2023-11-23,
7570,tyre pressure and wheel,100,Weekly,11-30,terminal 2,2023-11-30,
7571,tyre pressure and wheel,100,Weekly,12-07,terminal 2,2023-12-07,
7572,tyre pressure and wheel,100,Weekly,12-14,terminal 2,2023-12-14,
7573,tyre pressure and wheel,100,Weekly,12-21,terminal 2,2023-12-21,
7574,tyre pressure and wheel,100,Weekly,12-28,terminal 2,2023-12-28,
7575,tyre pressure and wheel,102,Weekly,01-05,terminal 2,2023-01-05,
7576,tyre pressure and wheel,102,Weekly,01-12,terminal 2,2023-01-12,
7577,tyre pressure and wheel,102,Weekly,01-19,terminal 2,2023-01-19,
7578,tyre pressure and wheel,102,Weekly,01-26,terminal 2,2023-01-26,
7579,tyre pressure and wheel,102,Weekly,02-02,terminal 2,2023-02-02,
7580,tyre pressure and wheel,102,Weekly,02-09,terminal 2,2023-02-09,
7581,tyre pressure and wheel,102,Weekly,02-16,terminal 2,2023-02-16,
7582,tyre pressure and wheel,102,Weekly,02-23,terminal 2,2023-02-23,
7583,tyre pressure and wheel,102,Weekly,03-02,terminal 2,2023-03-02,
7584,tyre pressure and wheel,102,Weekly,03-09,terminal 2,2023-03-09,
7585,tyre pressure and wheel,102,Weekly,03-16,terminal 2,2023-03-16,
7586,tyre pressure and wheel,102,Weekly,03-23,terminal 2,2023-03-20,
7587,tyre pressure and wheel,102,Weekly,03-30,terminal 2,2023-03-30,
7588,tyre pressure and wheel,102,Weekly,04-06,terminal 2,2023-04-06,
7589,tyre pressure and wheel,102,Weekly,04-13,terminal 2,2023-04-13,
7590,tyre pressure and wheel,102,Weekly,04-20,terminal 2,2023-04-20,
7591,tyre pressure and wheel,102,Weekly,04-27,terminal 2,2023-04-27,
7592,tyre pressure and wheel,102,Weekly,05-04,terminal 2,2023-05-04,
7593,tyre pressure and wheel,102,Weekly,05-11,terminal 2,2023-05-11,
7594,tyre pressure and wheel,102,Weekly,05-18,terminal 2,2023-05-17,
7595,tyre pressure and wheel,102,Weekly,05-25,terminal 2,2023-05-25,
7596,tyre pressure and wheel,102,Weekly,06-01,terminal 2,2023-05-31,
7597,tyre pressure and wheel,102,Weekly,06-08,terminal 2,2023-06-08,
7598,tyre pressure and wheel,102,Weekly,06-15,terminal 2,2023-06-15,
7599,tyre pressure and wheel,102,Weekly,06-22,terminal 2,2023-06-22,
7600,tyre pressure and wheel,102,Weekly,06-29,terminal 2,2023-06-28,
7601,tyre pressure and wheel,102,Weekly,07-06,terminal 2,2023-07-06,
7602,tyre pressure and wheel,102,Weekly,07-13,terminal 2,2023-07-13,
7603,tyre pressure and wheel,102,Weekly,07-20,terminal 2,2023-07-20,
7604,tyre pressure and wheel,102,Weekly,07-27,terminal 2,2023-07-27,
7605,tyre pressure and wheel,102,Weekly,08-03,terminal 2,2023-08-03,
7606,tyre pressure and wheel,102,Weekly,08-10,terminal 2,2023-08-10,
7607,tyre pressure and wheel,102,Weekly,08-17,terminal 2,2023-08-16,
7608,tyre pressure and wheel,102,Weekly,08-24,terminal 2,2023-08-24,
7609,tyre pressure and wheel,102,Weekly,08-31,terminal 2,2023-08-31,
7610,tyre pressure and wheel,102,Weekly,09-07,terminal 2,2023-09-07,
7611,tyre pressure and wheel,102,Weekly,09-14,terminal 2,2023-09-14,
7612,tyre pressure and wheel,102,Weekly,09-21,terminal 2,2023-09-21,
7613,tyre pressure and wheel,102,Weekly,09-28,terminal 2,2023-09-27,
7614,tyre pressure and wheel,102,Weekly,10-05,terminal 2,2023-10-05,
7615,tyre pressure and wheel,102,Weekly,10-12,terminal 2,2023-10-12,
7616,tyre pressure and wheel,102,Weekly,10-26,terminal 2,2023-10-26,
7617,tyre pressure and wheel,102,Weekly,11-02,terminal 2,2023-11-02,
7618,tyre pressure and wheel,102,Weekly,11-09,terminal 2,2023-11-09,
7619,tyre pressure and wheel,102,Weekly,11-16,terminal 2,2023-11-16,
7620,tyre pressure and wheel,102,Weekly,11-23,terminal 2,2023-11-23,
7621,tyre pressure and wheel,102,Weekly,11-30,terminal 2,2023-11-30,
7622,tyre pressure and wheel,102,Weekly,12-07,terminal 2,2023-12-07,
7623,tyre pressure and wheel,102,Weekly,12-14,terminal 2,2023-12-14,
7624,tyre pressure and wheel,102,Weekly,12-21,terminal 2,2023-12-21,
7625,tyre pressure and wheel,102,Weekly,12-28,terminal 2,2023-12-28,
7626,tyre pressure and wheel,64,Weekly,01-05,terminal 3,2023-01-05,
7627,tyre pressure and wheel,64,Weekly,01-12,terminal 3,2023-01-12,
7628,tyre pressure and wheel,64,Weekly,01-19,terminal 3,2023-01-19,
7629,tyre pressure and wheel,64,Weekly,01-26,terminal 3,2023-01-26,
7630,tyre pressure and wheel,64,Weekly,02-02,terminal 3,2023-02-02,
7631,tyre pressure and wheel,64,Weekly,02-09,terminal 3,2023-02-09,
7632,tyre pressure and wheel,64,Weekly,02-16,terminal 3,2023-02-16,
7633,tyre pressure and wheel,64,Weekly,02-23,terminal 3,2023-02-23,
7634,tyre pressure and wheel,64,Weekly,03-02,terminal 3,2023-03-02,
7635,tyre pressure and wheel,64,Weekly,03-09,terminal 3,2023-03-09,
7636,tyre pressure and wheel,64,Weekly,03-16,terminal 3,2023-03-16,
7637,tyre pressure and wheel,64,Weekly,03-23,terminal 3,2023-03-20,
7638,tyre pressure and wheel,64,Weekly,03-30,terminal 3,2023-03-30,
7639,tyre pressure and wheel,64,Weekly,04-06,terminal 3,2023-04-06,
7640,tyre pressure and wheel,64,Weekly,04-13,terminal 3,2023-04-13,
7641,tyre pressure and wheel,64,Weekly,04-20,terminal 3,2023-04-20,
7642,tyre pressure and wheel,64,Weekly,04-27,terminal 3,2023-04-27,
7643,tyre pressure and wheel,64,Weekly,05-04,terminal 3,2023-05-04,
7644,tyre pressure and wheel,64,Weekly,05-11,terminal 3,2023-05-11,
7645,tyre pressure and wheel,64,Weekly,05-18,terminal 3,2023-05-17,
7646,tyre pressure and wheel,64,Weekly,05-25,terminal 3,2023-05-25,
7647,tyre pressure and wheel,64,Weekly,06-01,terminal 3,2023-05-31,
7648,tyre pressure and wheel,64,Weekly,06-08,terminal 3,2023-06-08,
7649,tyre pressure and wheel,64,Weekly,06-15,terminal 3,2023-06-15,
7650,tyre pressure and wheel,64,Weekly,06-22,terminal 3,2023-06-22,
7651,tyre pressure and wheel,64,Weekly,06-29,terminal 3,2023-06-28,
7652,tyre pressure and wheel,64,Weekly,07-06,terminal 3,2023-07-06,
7653,tyre pressure and wheel,64,Weekly,07-13,terminal 3,2023-07-13,
7654,tyre pressure and wheel,64,Weekly,07-20,terminal 3,2023-07-20,
7655,tyre pressure and wheel,64,Weekly,07-27,terminal 3,2023-07-27,
7656,tyre pressure and wheel,64,Weekly,08-03,terminal 3,2023-08-03,
7657,tyre pressure and wheel,64,Weekly,08-10,terminal 3,2023-08-10,
7658,tyre pressure and wheel,64,Weekly,08-17,terminal 3,2023-08-16,
7659,tyre pressure and wheel,64,Weekly,08-24,terminal 3,2023-08-24,
7660,tyre pressure and wheel,64,Weekly,08-31,terminal 3,2023-08-31,
7661,tyre pressure and wheel,64,Weekly,09-07,terminal 3,2023-09-07,
7662,tyre pressure and wheel,64,Weekly,09-14,terminal 3,2023-09-14,
7663,tyre pressure and wheel,64,Weekly,09-21,terminal 3,2023-09-21,
7664,tyre pressure and wheel,64,Weekly,09-28,terminal 3,2023-09-27,
7665,tyre pressure and wheel,64,Weekly,10-05,terminal 3,2023-10-05,
7666,tyre pressure and wheel,64,Weekly,10-12,terminal 3,2023-10-12,
7667,tyre pressure and wheel,64,Weekly,10-26,terminal 3,2023-10-26,
7668,tyre pressure and wheel,64,Weekly,11-02,terminal 3,2023-11-02,
7669,tyre pressure and wheel,64,Weekly,11-09,terminal 3,2023-11-09,
7670,tyre pressure and wheel,64,Weekly,11-16,terminal 3,2023-11-16,
7671,tyre pressure and wheel,64,Weekly,11-23,terminal 3,2023-11-23,
7672,tyre pressure and wheel,64,Weekly,11-30,terminal 3,2023-11-30,
7673,tyre pressure and wheel,64,Weekly,12-07,terminal 3,2023-12-07,
7674,tyre pressure and wheel,64,Weekly,12-14,terminal 3,2023-12-14,
7675,tyre pressure and wheel,64,Weekly,12-21,terminal 3,2023-12-21,
7676,tyre pressure and wheel,64,Weekly,12-28,terminal 3,2023-12-28,
7677,tyre pressure and wheel,67,Weekly,01-05,terminal 3,2023-01-05,
7678,tyre pressure and wheel,67,Weekly,01-12,terminal 3,2023-01-12,
7679,tyre pressure and wheel,67,Weekly,01-19,terminal 3,2023-01-19,
7680,tyre pressure and wheel,67,Weekly,01-26,terminal 3,2023-01-26,
7681,tyre pressure and wheel,67,Weekly,02-02,terminal 3,2023-02-02,
7682,tyre pressure and wheel,67,Weekly,02-09,terminal 3,2023-02-09,
7683,tyre pressure and wheel,67,Weekly,02-16,terminal 3,2023-02-16,
7684,tyre pressure and wheel,67,Weekly,02-23,terminal 3,2023-02-23,
7685,tyre pressure and wheel,67,Weekly,03-02,terminal 3,2023-03-02,
7686,tyre pressure and wheel,67,Weekly,03-09,terminal 3,2023-03-09,
7687,tyre pressure and wheel,67,Weekly,03-16,terminal 3,2023-03-16,
7688,tyre pressure and wheel,67,Weekly,03-23,terminal 3,2023-03-20,
7689,tyre pressure and wheel,67,Weekly,03-30,terminal 3,2023-03-30,
7690,tyre pressure and wheel,67,Weekly,04-06,terminal 3,2023-04-06,
7691,tyre pressure and wheel,67,Weekly,04-13,terminal 3,2023-04-13,
7692,tyre pressure and wheel,67,Weekly,04-20,terminal 3,2023-04-20,
7693,tyre pressure and wheel,67,Weekly,04-27,terminal 3,2023-04-27,
7694,tyre pressure and wheel,67,Weekly,05-04,terminal 3,2023-05-04,
7695,tyre pressure and wheel,67,Weekly,05-11,terminal 3,2023-05-11,
7696,tyre pressure and wheel,67,Weekly,05-18,terminal 3,2023-05-17,
7697,tyre pressure and wheel,67,Weekly,05-25,terminal 3,2023-05-25,
7698,tyre pressure and wheel,67,Weekly,06-01,terminal 3,2023-05-31,
7699,tyre pressure and wheel,67,Weekly,06-08,terminal 3,2023-06-08,
7700,tyre pressure and wheel,67,Weekly,06-15,terminal 3,2023-06-15,
7701,tyre pressure and wheel,67,Weekly,06-22,terminal 3,2023-06-22,
7702,tyre pressure and wheel,67,Weekly,06-29,terminal 3,2023-06-28,
7703,tyre pressure and wheel,67,Weekly,07-06,terminal 3,2023-07-06,
7704,tyre pressure and wheel,67,Weekly,07-13,terminal 3,2023-07-13,
7705,tyre pressure and wheel,67,Weekly,07-20,terminal 3,2023-07-20,
7706,tyre pressure and wheel,67,Weekly,07-27,terminal 3,2023-07-27,
7707,tyre pressure and wheel,67,Weekly,08-03,terminal 3,2023-08-03,
7708,tyre pressure and wheel,67,Weekly,08-10,terminal 3,2023-08-10,
7709,tyre pressure and wheel,67,Weekly,08-17,terminal 3,2023-08-16,
7710,tyre pressure and wheel,67,Weekly,08-24,terminal 3,2023-08-24,
7711,tyre pressure and wheel,67,Weekly,08-31,terminal 3,2023-08-31,
7712,tyre pressure and wheel,67,Weekly,09-07,terminal 3,2023-09-07,
7713,tyre pressure and wheel,67,Weekly,09-14,terminal 3,2023-09-14,
7714,tyre pressure and wheel,67,Weekly,09-21,terminal 3,2023-09-21,
7715,tyre pressure and wheel,67,Weekly,09-28,terminal 3,2023-09-27,
7716,tyre pressure and wheel,67,Weekly,10-05,terminal 3,2023-10-05,
7717,tyre pressure and wheel,67,Weekly,10-12,terminal 3,2023-10-12,
7718,tyre pressure and wheel,67,Weekly,10-26,terminal 3,2023-10-26,
7719,tyre pressure and wheel,67,Weekly,11-02,terminal 3,2023-11-02,
7720,tyre pressure and wheel,67,Weekly,11-09,terminal 3,2023-11-09,
7721,tyre pressure and wheel,67,Weekly,11-16,terminal 3,2023-11-16,
7722,tyre pressure and wheel,67,Weekly,11-23,terminal 3,2023-11-23,
7723,tyre pressure and wheel,67,Weekly,11-30,terminal 3,2023-11-30,
7724,tyre pressure and wheel,67,Weekly,12-07,terminal 3,2023-12-07,
7725,tyre pressure and wheel,67,Weekly,12-14,terminal 3,2023-12-14,
7726,tyre pressure and wheel,67,Weekly,12-21,terminal 3,2023-12-21,
7727,tyre pressure and wheel,67,Weekly,12-28,terminal 3,2023-12-28,
7728,tyre pressure and wheel,76,Weekly,01-05,terminal 3,2023-01-05,
7729,tyre pressure and wheel,76,Weekly,01-12,terminal 3,2023-01-12,
7730,tyre pressure and wheel,76,Weekly,01-19,terminal 3,2023-01-19,
7731,tyre pressure and wheel,76,Weekly,01-26,terminal 3,2023-01-26,
7732,tyre pressure and wheel,76,Weekly,02-02,terminal 3,2023-02-02,
7733,tyre pressure and wheel,76,Weekly,02-09,terminal 3,2023-02-09,
7734,tyre pressure and wheel,76,Weekly,02-16,terminal 3,2023-02-16,
7735,tyre pressure and wheel,76,Weekly,02-23,terminal 3,2023-02-23,
7736,tyre pressure and wheel,76,Weekly,03-02,terminal 3,2023-03-02,
7737,tyre pressure and wheel,76,Weekly,03-09,terminal 3,2023-03-09,
7738,tyre pressure and wheel,76,Weekly,03-16,terminal 3,2023-03-16,
7739,tyre pressure and wheel,76,Weekly,03-23,terminal 3,2023-03-20,
7740,tyre pressure and wheel,76,Weekly,03-30,terminal 3,2023-03-30,
7741,tyre pressure and wheel,76,Weekly,04-06,terminal 3,2023-04-06,
7742,tyre pressure and wheel,76,Weekly,04-13,terminal 3,2023-04-13,
7743,tyre pressure and wheel,76,Weekly,04-20,terminal 3,2023-04-20,
7744,tyre pressure and wheel,76,Weekly,04-27,terminal 3,2023-04-27,
7745,tyre pressure and wheel,76,Weekly,05-04,terminal 3,2023-05-04,
7746,tyre pressure and wheel,76,Weekly,05-11,terminal 3,2023-05-11,
7747,tyre pressure and wheel,76,Weekly,05-18,terminal 3,2023-05-17,
7748,tyre pressure and wheel,76,Weekly,05-25,terminal 3,2023-05-25,
7749,tyre pressure and wheel,76,Weekly,06-01,terminal 3,2023-05-31,
7750,tyre pressure and wheel,76,Weekly,06-08,terminal 3,2023-06-08,
7751,tyre pressure and wheel,76,Weekly,06-15,terminal 3,2023-06-15,
7752,tyre pressure and wheel,76,Weekly,06-22,terminal 3,2023-06-22,
7753,tyre pressure and wheel,76,Weekly,06-29,terminal 3,2023-06-28,
7754,tyre pressure and wheel,76,Weekly,07-06,terminal 3,2023-07-06,
7755,tyre pressure and wheel,76,Weekly,07-13,terminal 3,2023-07-13,
7756,tyre pressure and wheel,76,Weekly,07-20,terminal 3,2023-07-20,
7757,tyre pressure and wheel,76,Weekly,07-27,terminal 3,2023-07-27,
7758,tyre pressure and wheel,76,Weekly,08-03,terminal 3,2023-08-03,
7759,tyre pressure and wheel,76,Weekly,08-10,terminal 3,2023-08-10,
7760,tyre pressure and wheel,76,Weekly,08-17,terminal 3,2023-08-16,
7761,tyre pressure and wheel,76,Weekly,08-24,terminal 3,2023-08-24,
7762,tyre pressure and wheel,76,Weekly,08-31,terminal 3,2023-08-31,
7763,tyre pressure and wheel,76,Weekly,09-07,terminal 3,2023-09-07,
7764,tyre pressure and wheel,76,Weekly,09-14,terminal 3,2023-09-14,
7765,tyre pressure and wheel,76,Weekly,09-21,terminal 3,2023-09-21,
7766,tyre pressure and wheel,76,Weekly,09-28,terminal 3,2023-09-27,
7767,tyre pressure and wheel,76,Weekly,10-05,terminal 3,2023-10-05,
7768,tyre pressure and wheel,76,Weekly,10-12,terminal 3,2023-10-12,
7769,tyre pressure and wheel,76,Weekly,10-26,terminal 3,2023-10-26,
7770,tyre pressure and wheel,76,Weekly,11-02,terminal 3,2023-11-02,
7771,tyre pressure and wheel,76,Weekly,11-09,terminal 3,2023-11-09,
7772,tyre pressure and wheel,76,Weekly,11-16,terminal 3,2023-11-16,
7773,tyre pressure and wheel,76,Weekly,11-23,terminal 3,2023-11-23,
7774,tyre pressure and wheel,76,Weekly,11-30,terminal 3,2023-11-30,
7775,tyre pressure and wheel,76,Weekly,12-07,terminal 3,2023-12-07,
7776,tyre pressure and wheel,76,Weekly,12-14,terminal 3,2023-12-14,
7777,tyre pressure and wheel,76,Weekly,12-21,terminal 3,2023-12-21,
7778,tyre pressure and wheel,76,Weekly,12-28,terminal 3,2023-12-28,
7779,tyre pressure and wheel,90,Weekly,01-05,terminal 3,2023-01-05,
7780,tyre pressure and wheel,90,Weekly,01-12,terminal 3,2023-01-12,
7781,tyre pressure and wheel,90,Weekly,01-19,terminal 3,2023-01-19,
7782,tyre pressure and wheel,90,Weekly,01-26,terminal 3,2023-01-26,
7783,tyre pressure and wheel,90,Weekly,02-02,terminal 3,2023-02-02,
7784,tyre pressure and wheel,90,Weekly,02-09,terminal 3,2023-02-09,
7785,tyre pressure and wheel,90,Weekly,02-16,terminal 3,2023-02-16,
7786,tyre pressure and wheel,90,Weekly,02-23,terminal 3,2023-02-23,
7787,tyre pressure and wheel,90,Weekly,03-02,terminal 3,2023-03-02,
7788,tyre pressure and wheel,90,Weekly,03-09,terminal 3,2023-03-09,
